month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,totals
2023-08,Florida,8781,0,55034,19438,5008,2995,0,7,2,0,3808,895,4,1497,121,6,235,140,67,61,31,98130
2023-08,Georgia,11824,0,14968,8637,999,814,0,10,9,0,2189,806,12,77,1,0,15,7,1,0,0,40369
2023-08,Guam,0,0,196,92,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
2023-08,Hawaii,1752,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1754
2023-08,Idaho,6277,111,4449,4600,543,327,1,2,1,0,329,300,3,98,11,4,8,6,1,0,0,17071
2023-08,Illinois,206445,0,20241,10349,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237846
2023-08,Indiana,407,22190,16646,10978,1549,994,0,2,2,0,901,309,21,65,5,0,29,15,1,2,0,54116
2023-08,Iowa,3351,3964,1976,2421,174,78,2,0,0,0,32,21,0,83,19,1,0,2,0,0,0,12124
2023-08,Kansas,2426,5,5147,4824,601,362,0,2,5,1,511,190,4,130,9,4,4,0,1,1,0,14227
2023-08,Kentucky,636,234512,8475,7034,552,558,11,10,7,1,1539,820,7,38,10,0,13,13,3,1,2,254242
2023-08,Louisiana,2060,443,8956,7249,774,599,3,6,4,2,915,448,6,0,0,0,5,7,2,0,0,21479
2023-08,Maine,428,14,3111,3538,292,205,2,0,0,0,62,60,0,30,5,1,6,9,0,0,0,7763
2023-08,Mariana Islands,0,0,20,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2023-08,Maryland,8738,42,8144,4771,108,1,0,0,1,0,88,84,2,117,23,13,0,21,4,0,2,22159
2023-08,Massachusetts,9228,0,4913,2844,1240,343,1,0,0,0,10,17,2,1,0,0,41,26,8,3,1,18678
2023-08,Michigan,17157,7483,16899,13482,1661,793,0,0,0,0,22,219,5,121,22,2,29,6,3,0,0,57904
2023-08,Minnesota,11427,36598,8375,10778,856,535,0,2,1,0,184,234,0,129,28,1,18,14,1,1,0,69182
2023-08,Mississippi,1840,0,8406,7693,490,558,0,8,1,1,1545,748,4,20,1,0,8,5,0,0,0,21328
2023-08,Missouri,942,217,16188,13538,1729,1241,0,0,5,1,1278,632,15,447,36,0,24,16,1,3,2,36315
2023-08,Montana,884,4,4109,4341,308,409,6,1,1,1,410,436,0,47,15,0,11,7,2,0,0,10992
2023-08,Nebraska,3655,150,108,1466,15,4,0,0,0,0,3,14,0,33,8,0,0,2,0,0,0,5458
2023-08,Nevada,3333,0,4365,2014,364,286,0,0,1,0,248,67,0,1,0,0,384,148,21,0,0,11232
2023-08,New Hampshire,1511,2,4885,2878,441,1,38,2,0,0,0,6,0,120,1,9,0,0,0,0,0,9894
2023-08,New Jersey,0,0,6360,3102,869,0,0,0,0,0,0,0,0,4,0,0,73,55,3,1,2,10469
2023-08,New Mexico,827,0,5602,3547,619,389,0,12,4,0,386,303,1,53,2,0,98,42,1,0,1,11887
2023-08,New York,4513,2750,10576,11456,1003,295,0,2,0,0,40,33,5,55,58,1,334,260,19,5,4,31409
2023-08,North Carolina,13410,188,21623,10674,1307,829,0,11,6,0,2328,1039,19,908,128,7,38,11,3,0,3,52532
2023-08,North Dakota,450,14,1614,2506,144,106,0,1,1,0,63,66,0,8,4,0,15,21,1,0,0,5014
2023-08,Ohio,8426,1465,18488,12634,1424,997,0,4,2,0,1412,426,7,278,98,7,11,6,2,0,1,45688
2023-08,Oklahoma,3494,1,9803,7584,1177,927,0,4,3,0,1751,967,8,100,8,0,37,32,7,1,1,25905
2023-08,Oregon,5482,279,11431,8386,1592,27,25,0,0,0,7,1,2,187,27,0,389,279,26,0,0,28140
2023-08,Pennsylvania,29383,1,35397,18299,28,0,293,0,0,0,0,0,0,832,145,0,0,0,0,0,0,84378
2023-08,Puerto Rico,0,0,3826,378,45,50,0,0,0,0,52,13,0,0,0,0,968,101,6,4,0,5443
2023-08,Rhode Island,0,0,919,599,80,109,0,0,0,0,0,2,1,19,11,3,13,4,0,1,1,1762
2023-08,South Carolina,7645,729,8554,5515,942,456,2,3,1,0,823,315,1,275,8,32,3,5,0,1,0,25310
2023-08,South Dakota,888,31,1633,2517,130,117,0,0,0,0,94,98,0,1,0,25,15,9,1,0,0,5559
2023-08,Tennessee,8783,3398,23835,15229,1630,0,0,0,0,0,1,0,0,125,4,0,0,0,0,0,0,53005
2023-08,Texas,27901,0,47559,30913,3810,2585,5,24,10,1,6959,2601,84,255,7,1,39,24,5,0,3,122786
2023-08,Utah,15488,58591,3930,3634,672,0,0,2,4,0,238,196,2,189,51,52,0,0,0,0,0,83049
2023-08,Vermont,0,0,1189,1467,79,111,0,1,2,0,9,11,2,0,0,0,3,7,0,0,0,2881
2023-08,Virgin Islands,151,19,35,7,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,221
2023-08,Virginia,238,134,20538,13005,3167,0,0,0,0,0,0,0,0,549,33,1,0,0,0,0,0,37665
2023-08,Washington,13118,418,13987,7348,987,41,133,0,6,1,415,453,17,661,134,11,270,198,98,1,0,38297
2023-08,West Virginia,2278,108,4078,4451,273,333,5,3,0,1,754,587,2,17,2,2,2,2,2,0,0,12900
2023-08,Wisconsin,12462,892,12464,12008,830,55,0,0,0,2,161,137,4,166,43,1,0,2,0,0,0,39227
2023-08,Wyoming,607,12,1980,2008,177,146,9,1,0,0,164,133,1,40,1,1,2,6,0,0,0,5288
2023-07,Alabama,10197,96,15324,9081,1285,877,0,21,3,2,2078,788,23,75,0,0,32,21,7,0,0,39910
2023-07,Alaska,147,17,2644,2149,280,205,0,1,0,0,120,68,1,19,9,0,2,0,0,0,0,5662
2023-07,Arizona,9910,2843,14812,6957,1568,833,0,24,6,1,1064,369,9,221,18,2,12,4,1,0,0,38654
2023-07,Arkansas,2912,327,5552,4050,433,400,3,4,5,1,995,685,3,0,0,0,5,7,1,0,0,15383
2023-07,California,30393,14309,30198,18567,3953,0,0,1,0,0,609,463,66,3203,1237,91,7393,3010,601,44,16,114154
2023-07,Colorado,8015,6,15430,9647,1422,1493,0,0,0,0,0,0,0,274,37,0,0,0,0,0,0,36324
2023-07,Connecticut,6320,522,4347,1494,379,0,3,0,0,0,0,0,0,0,0,0,378,128,13,0,0,13584
2023-07,Delaware,691,0,1740,772,83,65,0,0,0,0,21,3,0,61,0,0,42,16,1,0,2,3497
2023-07,District of Columbia,739,0,237,9,1,2,32,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1051
2023-07,Florida,8746,0,59086,18577,4796,3047,0,18,3,0,3746,843,3,1496,105,2,262,127,63,46,51,101017
2023-07,Georgia,10499,0,14937,6725,957,697,0,13,4,0,1963,638,13,70,3,0,8,0,1,0,0,36528
2023-07,Guam,0,0,175,89,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
2023-07,Hawaii,1337,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1339
2023-07,Idaho,8265,142,4265,3941,537,262,0,0,1,0,298,244,1,71,12,7,6,8,0,0,0,18060
2023-07,Illinois,199545,0,19386,8274,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227972
2023-07,Indiana,376,22454,16217,9321,1450,807,0,3,1,0,768,285,14,59,1,0,24,13,7,3,1,51804
2023-07,Iowa,2740,3836,2015,1978,159,74,1,0,0,0,27,23,0,67,10,0,6,3,0,1,0,10940
2023-07,Kansas,1818,2,5207,4166,603,350,0,1,1,0,454,163,8,101,11,1,8,3,2,0,0,12899
2023-07,Kentucky,617,308776,8219,5806,577,490,8,9,0,0,1340,673,5,41,5,0,5,12,2,0,1,326586
2023-07,Louisiana,1761,487,8535,5199,763,475,1,4,1,1,782,353,14,0,0,0,10,5,0,0,1,18392
2023-07,Maine,310,13,3053,2934,269,229,0,0,0,0,70,41,0,25,12,0,9,5,0,0,0,6970
2023-07,Mariana Islands,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2023-07,Maryland,7349,43,7961,4451,101,10,0,0,2,0,115,75,0,89,60,3,12,18,1,0,0,20290
2023-07,Massachusetts,9140,0,3957,2284,1367,235,1,0,0,0,12,14,0,1,0,0,13,22,5,0,1,17052
2023-07,Michigan,14926,5683,16571,11322,1652,807,3,0,2,1,21,191,1,45,10,0,27,3,9,0,1,51275
2023-07,Minnesota,9727,34724,7819,7476,922,469,0,3,0,0,182,151,1,98,22,3,21,13,1,1,1,61634
2023-07,Mississippi,1775,0,6673,4000,407,351,0,6,5,0,1363,599,3,16,1,0,6,0,1,0,0,15206
2023-07,Missouri,800,155,15409,10686,1687,1014,0,1,4,0,1127,548,16,337,36,2,32,21,10,1,0,31886
2023-07,Montana,807,0,3803,3546,320,344,10,1,1,0,395,373,0,44,10,0,2,2,1,0,0,9659
2023-07,Nebraska,3435,98,115,1151,13,6,0,0,0,0,4,16,0,29,14,0,0,0,0,0,0,4881
2023-07,Nevada,3545,0,4118,1815,341,246,0,0,1,1,199,59,1,0,0,0,375,151,20,0,0,10872
2023-07,New Hampshire,1130,2,4771,2525,514,0,63,1,1,1,0,3,0,91,6,5,0,0,0,0,0,9113
2023-07,New Jersey,0,0,6752,3117,903,0,0,0,0,0,0,0,0,1,0,0,99,50,6,4,1,10933
2023-07,New Mexico,746,0,5751,3425,554,326,0,6,5,0,356,269,4,51,0,0,95,29,4,0,1,11622
2023-07,New York,5522,2217,8486,8163,733,208,0,0,0,1,24,24,2,39,68,2,257,194,21,9,4,25974
2023-07,North Carolina,13623,221,21984,8739,1316,772,0,11,3,0,1946,818,13,754,119,0,38,8,0,1,2,50368
2023-07,North Dakota,388,12,1454,1971,131,106,0,1,0,0,66,60,0,4,1,0,4,6,2,0,0,4206
2023-07,Ohio,8477,845,18760,11771,1472,949,0,1,0,1,1207,398,7,292,68,14,7,8,2,0,0,44279
2023-07,Oklahoma,3077,1,9653,6393,1099,789,2,4,3,2,1551,799,8,87,3,0,27,16,7,0,0,23521
2023-07,Oregon,5054,276,11041,7676,1462,17,2,0,0,0,1,1,0,177,44,2,344,266,22,0,0,26385
2023-07,Pennsylvania,26303,2,33320,15865,19,0,271,0,0,0,0,0,0,684,88,3,0,0,0,0,0,76555
2023-07,Puerto Rico,0,0,3583,314,50,34,0,1,0,0,49,7,0,0,0,0,974,92,9,2,0,5115
2023-07,Rhode Island,0,0,869,516,86,97,0,0,0,0,1,0,0,18,19,4,10,2,0,1,1,1624
2023-07,South Carolina,9198,332,8471,4497,1036,471,2,4,1,0,702,239,6,183,8,28,2,6,0,0,0,25186
2023-07,South Dakota,821,3,1424,1925,123,106,0,0,0,0,97,91,0,2,1,3,6,16,1,0,1,4620
2023-07,Tennessee,12047,61,23702,12849,1494,0,0,0,0,0,0,0,0,75,6,1,0,0,0,0,0,50235
2023-07,Texas,22511,0,47650,23317,3888,2431,15,17,14,2,6754,2317,72,207,4,0,45,21,7,2,0,109274
2023-07,Utah,11849,59586,3925,3474,586,0,0,3,0,0,241,179,1,212,45,27,0,0,0,0,0,80128
2023-07,Vermont,0,0,1041,1078,90,102,2,0,1,0,4,7,0,0,0,0,1,3,1,0,0,2330
2023-07,Virgin Islands,389,28,25,8,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,457
2023-07,Virginia,310,96,20735,11824,3133,0,0,0,0,0,0,0,0,425,66,0,0,0,0,0,0,36589
2023-07,Washington,11898,304,12617,6268,905,43,30,1,5,2,321,371,13,512,80,14,236,161,76,0,0,33857
2023-07,West Virginia,2170,128,4011,3927,286,278,9,1,3,0,677,469,1,29,5,0,7,2,1,0,0,12004
2023-07,Wisconsin,11508,751,12231,9075,860,49,0,0,0,3,152,117,6,125,44,2,0,1,0,0,0,34924
2023-07,Wyoming,471,15,1867,1655,148,108,6,1,0,0,128,94,1,39,9,0,3,3,0,0,0,4548
2023-06,Alabama,10198,95,16880,10167,1216,997,0,15,6,2,2384,861,15,43,0,0,43,25,15,0,2,42964
2023-06,Alaska,238,81,2961,2270,275,204,0,0,1,0,160,82,2,28,11,0,0,1,0,0,0,6314
2023-06,Arizona,10944,2109,16544,7951,1675,939,0,8,3,0,1118,377,3,259,13,2,6,6,1,0,0,41958
2023-06,Arkansas,4128,415,6035,4039,466,390,0,9,9,1,1106,690,2,0,0,0,5,8,1,1,0,17305
2023-06,California,28968,15713,33746,21016,4539,0,0,0,0,0,720,347,23,1907,1220,87,7763,3012,512,24,13,119610
2023-06,Colorado,8170,14,16583,10450,1482,1553,0,0,0,0,0,0,0,304,31,1,0,0,0,0,0,38588
2023-06,Connecticut,8461,588,5038,1912,2753,0,0,0,0,0,0,0,0,0,0,0,468,145,84,0,0,19449
2023-06,Delaware,1151,0,2004,792,91,85,0,0,0,0,24,7,0,159,0,0,48,17,1,0,0,4379
2023-06,District of Columbia,1003,0,271,6,0,4,9,0,0,0,0,0,0,1,0,23,0,0,0,0,0,1317
2023-06,Florida,11470,0,58766,20981,4863,3213,0,6,2,0,3812,802,7,1511,122,3,246,140,57,63,36,106100
2023-06,Georgia,10906,0,16292,7548,932,790,0,26,7,1,2225,707,20,74,0,0,13,10,0,0,0,39551
2023-06,Guam,0,0,155,84,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2023-06,Hawaii,1793,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1797
2023-06,Idaho,8552,94,5006,4368,520,306,0,3,1,0,290,245,2,94,7,8,5,6,0,0,1,19508
2023-06,Illinois,243305,4,19399,7913,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271382
2023-06,Indiana,374,24117,17712,9939,1512,904,1,8,0,0,900,311,39,63,4,0,36,19,7,2,1,55949
2023-06,Iowa,3162,3224,2051,1987,138,52,2,1,0,0,32,19,1,58,6,2,0,1,0,0,0,10736
2023-06,Kansas,1995,34,5275,3913,576,395,0,1,3,0,439,185,2,103,11,0,2,8,4,0,0,12946
2023-06,Kentucky,743,316217,9015,6134,502,547,9,12,4,0,1558,827,4,38,13,1,12,17,3,0,0,335656
2023-06,Louisiana,1928,475,9389,5236,729,515,1,5,1,0,899,419,9,0,0,0,9,7,2,0,0,19624
2023-06,Maine,403,4,3253,3112,261,220,1,0,0,0,73,83,0,29,12,0,8,3,0,0,0,7462
2023-06,Mariana Islands,0,0,19,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2023-06,Maryland,7787,25,8844,4725,110,3,0,0,1,2,122,77,2,119,26,11,0,12,3,0,0,21869
2023-06,Massachusetts,7878,0,4408,2335,1170,192,2,1,0,1,11,6,1,0,0,0,34,20,7,1,1,16068
2023-06,Michigan,16807,6478,17696,12108,1626,748,0,0,3,1,27,193,7,62,13,2,26,13,2,1,1,55814
2023-06,Minnesota,10966,31604,8093,7179,868,490,0,1,1,0,191,164,1,107,25,2,7,20,2,1,0,59722
2023-06,Mississippi,2306,0,7655,4253,421,358,1,13,5,0,1632,686,2,16,0,0,6,2,0,0,1,17357
2023-06,Missouri,706,123,16411,11306,1587,1091,0,8,2,3,1410,618,23,450,47,2,30,21,8,0,1,33847
2023-06,Montana,863,3,3876,3735,301,379,13,2,0,0,414,354,0,53,20,1,3,2,1,1,0,10021
2023-06,Nebraska,3697,101,131,1241,19,11,0,0,0,0,0,21,0,35,5,1,0,2,0,0,0,5264
2023-06,Nevada,2073,0,4703,2261,357,289,0,1,1,0,245,46,1,0,0,0,308,137,15,0,1,10438
2023-06,New Hampshire,1083,1,5031,2680,453,0,118,0,0,0,0,8,0,118,10,14,0,0,0,0,0,9516
2023-06,New Jersey,0,0,7530,3387,863,0,0,0,0,0,0,0,0,1,1,0,136,50,5,1,4,11978
2023-06,New Mexico,988,0,6405,3704,581,419,0,11,2,1,508,324,4,91,0,0,106,45,7,0,0,13196
2023-06,New York,5227,2478,9824,9391,905,233,0,1,2,0,31,35,1,33,73,2,259,184,21,9,5,28714
2023-06,North Carolina,16139,223,25982,9799,1266,932,0,11,5,1,2340,1034,16,957,152,7,46,6,0,0,0,58916
2023-06,North Dakota,534,9,1489,2046,118,99,0,0,1,1,72,63,0,6,1,0,0,1,0,0,0,4440
2023-06,Ohio,9214,1624,18799,11658,1258,1011,0,5,2,1,1350,437,15,240,71,94,13,7,2,0,1,45802
2023-06,Oklahoma,3737,3,10384,6425,1152,850,0,12,4,0,1804,896,15,161,4,1,19,21,14,1,0,25503
2023-06,Oregon,5455,324,13917,10485,1841,23,8,0,0,0,3,1,0,171,36,0,301,233,23,0,0,32821
2023-06,Pennsylvania,28640,1,36449,18162,12,0,324,0,0,0,0,0,0,732,80,3,0,0,0,0,0,84403
2023-06,Puerto Rico,0,0,4567,384,67,67,0,1,0,0,37,8,0,0,0,0,929,86,8,2,0,6156
2023-06,Rhode Island,0,0,1008,566,90,104,0,0,1,0,4,0,0,21,6,5,8,9,0,0,1,1823
2023-06,South Carolina,10458,384,9746,5128,953,532,0,3,3,0,852,248,3,259,15,31,8,6,3,0,0,28632
2023-06,South Dakota,821,1,1563,1988,139,112,0,0,0,0,98,79,0,6,3,2,5,3,0,1,0,4821
2023-06,Tennessee,12014,100,24651,13369,1591,0,0,0,0,0,2,0,0,113,5,0,0,0,0,0,0,51845
2023-06,Texas,28900,0,51381,24918,3800,2653,3,29,5,3,6995,2389,65,284,13,0,43,24,0,1,1,121507
2023-06,Utah,15031,56893,5814,5054,797,0,0,7,10,2,320,267,1,202,42,42,0,0,0,0,0,84482
2023-06,Vermont,0,0,1498,1405,96,92,0,2,1,1,7,13,5,5,0,0,2,2,0,0,0,3129
2023-06,Virgin Islands,49,26,43,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,128
2023-06,Virginia,260,109,21984,12563,3363,0,0,0,0,0,0,0,0,483,78,2,0,0,0,0,0,38842
2023-06,Washington,12822,245,14134,7229,924,34,12,0,4,2,332,393,14,657,107,13,271,192,75,0,1,37461
2023-06,West Virginia,2272,147,4369,4232,262,310,8,1,0,0,766,551,2,24,4,1,5,1,0,0,0,12955
2023-06,Wisconsin,11491,750,13776,9343,907,57,0,0,0,4,162,132,11,149,37,2,0,1,0,0,0,36822
2023-06,Wyoming,537,8,2039,1842,149,114,9,1,1,0,124,124,1,47,7,0,5,9,0,0,0,5017
2023-05,Alabama,10733,92,17565,9949,1179,964,0,6,5,0,2051,817,9,54,1,0,30,21,12,1,2,43491
2023-05,Alaska,185,10,3115,2346,294,229,0,0,0,0,137,72,1,19,11,0,1,0,0,0,0,6420
2023-05,Arizona,11852,1283,16609,8057,1550,1023,0,9,1,0,1097,363,6,211,22,0,6,2,0,1,0,42092
2023-05,Arkansas,2697,79,6456,4327,405,394,8,5,5,2,942,690,1,0,0,0,5,7,1,0,0,16024
2023-05,California,25144,18395,34421,21695,4841,1,0,0,2,0,613,327,35,1864,899,117,7763,3190,565,19,7,119898
2023-05,Colorado,9246,11,18190,11014,1574,1682,0,0,0,0,0,0,0,303,30,0,0,0,0,0,0,42050
2023-05,Connecticut,7292,629,4991,1776,1779,0,1,0,0,0,0,0,0,0,0,0,436,155,134,0,0,17193
2023-05,Delaware,984,0,2470,778,87,91,0,0,0,0,26,3,0,87,0,1,70,11,1,1,0,4610
2023-05,District of Columbia,895,1,355,5,0,2,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1277
2023-05,Florida,12457,0,61383,21861,4709,3189,0,6,6,0,3421,832,10,1471,119,0,285,158,51,44,36,110038
2023-05,Georgia,13018,0,17312,7429,857,753,1,21,5,0,2090,705,17,81,0,0,13,2,1,0,0,42305
2023-05,Guam,0,0,113,64,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
